Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Count
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/16/18,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/17/18,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/18/18,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/19/18,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/20/18,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/21/18,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/22/18,68
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/23/18,80
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/24/18,81
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/25/18,66
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/26/18,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/27/18,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/28/18,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/29/18,78
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/30/18,70
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/31/18,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/1/18,59
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/2/18,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/3/18,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/4/18,63
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/5/18,50
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/6/18,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/7/18,45
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/8/18,69
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/9/18,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/10/18,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/11/18,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/12/18,61
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/13/18,53
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/14/18,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/15/18,29
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/16/18,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/17/18,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/18/18,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/19/18,80
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/20/18,71
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/21/18,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/22/18,25
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/23/18,57
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/24/18,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/25/18,61
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/26/18,74
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/27/18,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/28/18,54
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/29/18,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,11/30/18,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/1/18,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/2/18,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/3/18,92
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/4/18,65
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/5/18,58
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/6/18,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/7/18,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/8/18,45
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/9/18,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/10/18,94
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/11/18,77
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/12/18,77
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/13/18,68
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/14/18,64
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/15/18,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/16/18,64
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/17/18,88
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/18/18,64
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/19/18,81
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/20/18,67
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/21/18,58
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/22/18,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/23/18,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/24/18,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/25/18,65
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/26/18,73
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/27/18,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/28/18,50
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/29/18,65
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/30/18,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,12/31/18,36
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/1/19,36
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/2/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/3/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/4/19,37
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/5/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/6/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/7/19,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/8/19,53
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/9/19,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/10/19,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/11/19,30
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/12/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/13/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/14/19,64
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/15/19,69
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/16/19,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/17/19,53
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/18/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/19/19,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/20/19,54
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/21/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/22/19,83
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/23/19,71
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/24/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/25/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/26/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/27/19,68
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/28/19,61
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/29/19,66
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/30/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,1/31/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/1/19,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/2/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/3/19,57
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/4/19,71
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/5/19,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/6/19,70
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/7/19,71
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/8/19,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/9/19,33
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/10/19,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/11/19,74
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/12/19,56
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/13/19,78
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/14/19,59
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/15/19,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/16/19,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/17/19,62
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/18/19,80
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/19/19,57
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/20/19,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/21/19,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/22/19,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/23/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/24/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/25/19,57
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/26/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/27/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,2/28/19,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/1/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/2/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/3/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/4/19,63
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/5/19,53
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/6/19,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/7/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/8/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/9/19,37
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/10/19,34
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/11/19,59
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/12/19,64
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/13/19,63
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/14/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/15/19,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/16/19,57
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/17/19,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/18/19,80
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/19/19,59
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/20/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/21/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/22/19,45
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/23/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/24/19,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/25/19,70
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/26/19,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/27/19,73
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/28/19,56
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/29/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/30/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,3/31/19,48
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/1/19,66
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/2/19,54
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/3/19,42
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/4/19,59
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/5/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/6/19,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/7/19,58
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/8/19,78
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/9/19,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/10/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/11/19,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/12/19,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/13/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/14/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/15/19,63
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/16/19,61
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/17/19,36
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/18/19,29
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/19/19,34
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/20/19,35
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/21/19,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/22/19,30
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/23/19,25
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/24/19,33
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/25/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/26/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/27/19,23
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/28/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/29/19,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,4/30/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/1/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/2/19,35
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/3/19,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/4/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/5/19,26
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/6/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/7/19,43
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/8/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/9/19,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/10/19,33
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/11/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/12/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/13/19,69
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/14/19,51
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/15/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/16/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/17/19,42
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/18/19,42
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/19/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/20/19,61
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/21/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/22/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/23/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/24/19,35
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/25/19,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/26/19,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/27/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/28/19,52
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/29/19,36
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/30/19,39
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,5/31/19,26
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/1/19,23
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/2/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/3/19,30
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/4/19,28
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/5/19,32
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/6/19,20
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/7/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/8/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/9/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/10/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/11/19,36
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/12/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/13/19,26
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/14/19,29
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/15/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/16/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/17/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/18/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/19/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/20/19,15
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/21/19,13
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/22/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/23/19,13
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/24/19,33
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/25/19,23
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/26/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/27/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/28/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/29/19,11
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,6/30/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/1/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/2/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/3/19,23
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/4/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/5/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/6/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/7/19,23
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/8/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/9/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/10/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/11/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/12/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/13/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/14/19,6
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/15/19,20
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/16/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/17/19,13
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/18/19,7
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/19/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/20/19,5
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/21/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/22/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/23/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/24/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/25/19,15
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/26/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/27/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/28/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/29/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,7/30/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/7/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/8/19,9
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/9/19,15
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/10/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/11/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/12/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/13/19,19
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/14/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/15/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/16/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/17/19,11
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/18/19,15
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/19/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/20/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/21/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/22/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/23/19,10
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/24/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/25/19,15
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/26/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/27/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/28/19,11
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/29/19,13
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/30/19,13
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,8/31/19,12
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/1/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/2/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/3/19,18
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/4/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/5/19,14
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/6/19,21
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/7/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/8/19,26
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/9/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/10/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/11/19,28
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/12/19,27
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/13/19,33
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/14/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/15/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/16/19,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/17/19,60
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/18/19,56
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/19/19,55
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/20/19,37
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/21/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/22/19,46
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/23/19,74
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/24/19,47
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/25/19,45
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/26/19,41
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/27/19,34
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/28/19,28
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/29/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,9/30/19,34
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/1/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/2/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/3/19,38
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/4/19,25
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/5/19,11
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/6/19,26
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/7/19,44
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/8/19,28
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/9/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/10/19,35
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/11/19,17
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/12/19,16
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/13/19,24
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/14/19,34
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/15/19,49
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/16/19,45
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/17/19,37
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/18/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/19/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/20/19,28
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/21/19,40
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/22/19,31
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/23/19,22
Respiratory,Borough,Bronx,Age Group,Ages 5-17 years,10/24/19,39
